entry_id	hebrew	translit	pos	definition	etym_type	etym_root	xref_bdb	xref_strong	xref_aug	xref_twot
nlk	שַׁרְשְׁרָה	šaršĕrâ	N	chain	single		v.ge.ah	8333		2470
nll	שָׁרֵת	šārēt	N	ministry	sub		v.gg.ab	8335		2472a
nlm	שָׁרַת	šārat	V	minister	main	שׁרת	v.gg.aa	8334		2472
nln	שֵׁשׁ	šēš	N	alabaster	sub		v.cw.ab	8336	a	2379a
nlo	שֵׁשׁ	šēš	N	byssus	single		v.gg.af	8336	b	2473
nlp	שֵׁשׁ	šēš	N	six	sub		v.bk.ab	8337		2336a
nlq	שִׁשֵּׁא	šiššēʾ	V	lead on	main	שׁשׁא	v.gh.aa	8338		2474
nlr	שֵׁשְׁבַּצַּר	šēšĕbaṣṣar	Np	Sheshbazzar			v.gh.ab	8339		
nls	שִׁשָּׁה	šiššâ	V	give sixth part of	sub		v.bk.ae	8341		2336d
nlt	שָׂשׂוֹן	śāśôn	N	exultation	sub		u.as.ab	8342		2246a
nlu	שִׁשִּׁי	šiššî	N	sixth	sub		v.bk.ac	8345		2336b
nlv	שֵׁשַׁי	šēšay	Np	Sheshai			v.gh.ae	8344		
nlw	שָׁשַׁי	šāšay	Np	Shashai			v.gh.ad	8343		
nlx	שִׁשִּׁים	šiššîm	N	sixty	sub		v.bk.ad	8346		2336c
nly	שֵׁשַׁךְ	šēšak	Np	Sheshach	single		v.gh.ag	8347		2475
nlz	שֵׁשָׁן	šēšān	Np	Sheshan			v.gh.ah	8348		
nma	שָׁשָׁק	šāšāq	Np	Shashak			v.gh.ai	8349		
nmb	שָׁשֵׁר	šāšēr	N	red colour	single		v.gh.aj	8350		2476
nmc	שֵׁת	šēt	N	din	sub		v.ae.ae	8351		
nmd	שֵׁת	šēt	N	seat	sub		v.gj.ab	8357		2478a
nme	שֵׁת	šēt	Np	Seth			v.cx.ac	8352		
nmf	שָׁת	šāt	N	foundation	sub		v.cx.ad	8356		2380b
nmg	שָׁתָה	šātâ	V	drink	main	שׁתה	v.gi.aa	8354		2477
nmh	שׁתה	šth			main	שׁתה	v.gj.aa			2478
nmi	שׁתה	šth			main	שׁתה	v.gk.aa			2479
nmj	שְׁתִי	šĕtî	N	drinking	sub		v.gi.ab	8358		2477a
nmk	שְׁתִי	šĕtî	N	warp	sub		v.gk.ab	8359		2479a
nml	שְׁתִיָּה	šĕtîyâ	N	drinking	sub		v.gi.ac	8360		2477b
nmm	שָׁתִיל	šātîl	N	transplanted shoot	sub		v.gl.ab	8363		2480a
nmn	שָׁתַל	šātal	V	transplant	main	שׁתל	v.gl.aa	8362		2480
nmo	שֻׁתַלְחִי	šutalḥî	Ag	Shuthalchite			v.cc.al	8364		
nmp	שָׁתַם	šātam	V	open	main	שׁתם	v.gm.aa	8365		2481
nmq	שָׂתַם	śātam	V	stop up	main	שׂתם	u.cn.aa	5640	b	2296
nmr	שָׁתַן	šātan	V	urinate	sub		v.cu.ac	8366		2377
nms	שָׁתַק	šātaq	V	be quiet	main	שׁתק	v.gn.aa	8367		2482
nmt	שֵׁתָר	šētār	Np	Shethar			v.gn.ab	8369		
nmu	שָׂתַר	śātar	V	burst out	main	שׂתר	u.co.aa	8368		2297
nmv	שָׁתַת	šātat	V	set	main	שׁתת	v.go.aa	8371		2483
nmw	שֶׁ	še	Pr	who	sub		v.ab.aa	s		2299
nmx	ת	t					w.aa.aa			
nmy	תָּא	tāʾ	N	chamber	main		w.aa.ab	8372		2484
nmz	תָּאַב	tāʾab	V	loathe	single	תאב	w.bg.ac	8374		2486
nna	תָּאַב	tāʾab	V	long	main	תאב	w.ab.aa	8373		2485
nnb	תַּאֲבָה	taʾăbâ	N	longing	sub		w.ab.ab	8375		2485a
nnc	תָּאָה	tāʾâ	V	ye shall mark out	main	תאה	w.ac.aa	8376		2487
nnd	תְּאוֹ	tĕʾô	N	antelope	single		w.ac.ab	8377		2488
nne	תַּאֲוָה	taʾăwâ	N	boundary	sub		w.ai.ac	8379		2496b
nnf	תַּאֲוָה	taʾăwâ	N	desire	sub		a.bs.af	8378		40d
nng	תַּאֲלָה	taʾălâ	N	curse	sub		a.dm.ac	8381		94b
nnh	תָּאַם	tāʾam	V	be double	sub		w.ad.ac	8382		2489
nni	תאם	tʾm			main	תאם	w.ad.aa			
nnj	תְּאֵנָה	tĕʾēnâ	N	fig-tree	single		w.ad.ae	8384		2490
nnk	תַּאֲנָה	taʾănâ	N	occasion	sub		a.ee.ab	8385	a	126a
nnl	תֹּאֲנָה	tōʾănâ	N	opportunity	sub		a.ee.ac	8385	b	126b
nnm	תַּאֲנִיָּה	taʾănîyâ	N	mourning	sub		a.ec.ab	8386		124b
nnn	תְּאֻנִים	tĕʾunîm	N	toil	sub		a.ca.ac	8383		48b
nno	תַּאֲנַת שִׁלֹ֑ה	taʾănat šilōh	Np	Taanath-shiloh			w.ad.ah	8387		
nnp	תָּאַר	tāʾar	V	incline	main	תאר	w.ae.aa	8388	a	2491
nnq	תָּאַר	tāʾar	V	draw in outline	sub		w.ae.ac	8388	b	2491b
nnr	תֹּ֫אַר	tōʾar	N	outline	sub		w.ae.ab	8389		2491a
nns	תַּאֲרֵעַ	taʾărēaʿ	Np	Tarea. See			h.fy.ab	8390		
nnt	תְּאַשּׁוּר	tĕʾaššûr	N	box-tree	sub		a.gj.ai	8391		183g
nnu	תֵּבָה	tēbâ	N	ark	single		w.ae.af	8392		2492
nnv	תְּבוּאָה	tĕbûʾâ	N	product	sub		b.ap.ae	8393		212c
nnw	תְּבוּנָה	tĕbûnâ	N	understanding	sub		b.bo.ah	8394		239c
nnx	תְּבוּסָה	tĕbûsâ	N	down-treading	sub		b.as.ae	8395		216c
nny	תָּבוֹר	tābôr	Np	Tabor			w.ae.ak	8396		
nnz	תֵּבֵל	tēbēl	N	world	sub		j.ah.ak	8398		835h
noa	תֶּ֫בֶל	tebel	N	confusion	sub		b.bv.ae	8397		248d
nob	תַּבְלִית	tablît	N	destruction	sub		b.bt.ad	8399		246c
noc	תְּבַלֻּל	tĕballul	N	confusion	sub		b.bv.af	8400		248e
nod	תֶּ֫בֶן	teben	N	straw	main		w.af.aa	8401		2493
noe	תִּבְנִי	tibnî	Np	Tibni			w.af.ac	8402		
nof	תַּבְנִית	tabnît	N	construction	sub		b.cb.ao	8403		255d
nog	תַּבְעֵרָה	tabʿērâ	Np	Taberah			b.cj.ac	8404		
noh	תֵּבֵץ	tēbēṣ	Np	Thebez			w.af.af	8405		
noi	תִּגְלַת פִּלְאֶ֫סֶר	tiglat pilʾeser	Np	Tiglath-pileser			w.af.ag	8407		
noj	תַּגְמוּל	tagmûl	N	benefit	sub		c.cj.ae	8408		360c
nok	תִּגְרָה	tigrâ	N	contention	sub		c.cx.ac	8409		378b
nol	תֹּגַרְמָה	tōgarmâ	Np	Togarmah			w.af.aj	8425		
nom	תִּדְהָר	tidhār	N	elm	sub		d.aq.ac	8410		408b
non	תַּדְמֹר	tadmōr	Np	Tadmor			w.af.al	8412		
noo	תִּדְעָל	tidʿāl	Np	Tidal			w.af.am	8413		
nop	תהה	thh			main	תהה	w.ag.aa			2494
noq	תֹּ֫הוּ	tōhû	N	formlessness	sub		w.ag.ab	8414		2494a
nor	תְּהוֹם	tĕhôm	N	deep	sub		w.ah.ab	8415		2495a
nos	תְּהִלָּה	tĕhillâ	N	praise	sub		e.bp.aj	8416		500c
not	תׇּהֳלָה	tohŏlâ	N	error	sub		w.ag.ac	8417		2494b
nou	תַּהֲלוּכָה	tahălûkâ	N	procession	sub		e.bn.af	8418		498e
nov	תהם	thm			main	תהם	w.ah.aa			2495
now	תַּהְפֻּכָה	tahpukâ	N	perversity	sub		e.cb.ag	8419		512f
nox	תָּו	tāw	N	mark	sub		w.ai.ab	8420		2496a
noy	תּוֹאָם	tôʾām	N	twin	sub		w.ad.ab	8380		2489a
noz	תּוּבַל	tûbal	Np	Tubal			w.ah.ag	8422		
npa	תּוּבַל־קַ֫יִן	tûbal-qayin	Np	Tubal-cain			w.ah.ah	8423		
npb	תּוּגָה	tûgâ	N	grief	sub		j.al.ac	8424		839b
npc	תּוֹדָה	tôdâ	N	thanksgiving	sub		j.at.ad	8426		847b
npd	תָּוָה	tāwâ	V	make a mark	sub		w.ai.ad	8427		2496
npe	תָּוָה	tāwâ	V	pain	main	תוה	w.aj.aa	8428		2497
npf	תוה	twh			main	תוה	w.ai.aa			
npg	תּוֹחַ	tôaḥ	Np	Toah			w.aj.ab	8430		
nph	תּוֹחֶ֫לֶת	tôḥelet	N	hope	sub		j.bf.ac	8431		859b
npi	תָּ֫וֶךְ	tāwek	N	midst	main		w.aj.ae	8432		2498
npj	תּוֹכֵחָה	tôkēḥâ	N	rebuke	sub		j.bl.ab	8433	a	865a
npk	תּוֹכַ֫חַת	tôkaḥat	N	argument	sub		j.bl.ac	8433	b	865b
npl	תּוֹלָ֑ד	tôlād	Np	Tolad. Compare			j.bn.am	8434		
npm	תּוֹלֵדוֹת	tôlēdôt	N	generations	sub		j.bn.al	8435		867g
npn	תּוֹלָל	tôlāl	N	they that wasted us	single		w.aj.ak	8437		868c
npo	תּוֹלָע	tôlāʿ	N	worm	sub		w.aw.ab	8438	a	2516a
npp	תּוֹלָע	tôlāʿ	Np	Tola			w.aw.ac	8439		
npq	תּוֹלֵעָה	tôlēʿâ	N	worm	sub		w.aw.ae	8438	b	2516b
npr	תּוֹלָעִי	tôlāʿî	Ag	Tolaites			w.aw.ad	8440		
nps	תּוֹעֵבַה	tôʿēbah	N	abomination	sub		w.bg.ab	8441		2530a
npt	תּוֹעָה	tôʿâ	N	wandering	sub		w.bh.ab	8442		2531a
npu	תּוֹעָפָה	tôʿāpâ	N	eminence	sub		j.cj.ab	8443		886a
npv	תוף	twp			main	תוף	w.ak.aa			2499
npw	תּוֹצָאָה	tôṣāʾâ	N	outgoing	sub		j.cq.ag	8444		893e
npx	תּוֹקַהַת	tôqahat	Np	Tikvath (by correction for )			s.aq.ah	8445		
npy	תּוֹר	tôr	N	plait	sub		w.al.ab	8447		2500a
npz	תּוֹר	tôr	N	plait	sub		w.al.ab	8448		2500a
nqa	תּוּר	tûr	V	seek out	main	תור	w.al.aa	8446		2500
nqb	תּוֹרָה	tôrâ	N	direction	sub		j.di.af	8452		910d
nqc	תּוֹרָה	tôrâ	N	direction	sub		j.di.af	8451		910d
nqd	תּוֹשָׁב	tôšāb	N	sojourner	sub		j.ds.aj	8453	a	922d
nqe	תּוּשִׁיָּה	tûšîyâ	N	sound	sub		j.dt.ab	8454		923a
nqf	תּוֹתָ֑ח	tôtāḥ	N	club	sub		j.ec.ab	8455		933a
nqg	תָּזַז	tāzaz	V	strike away	main	תזז	w.am.aa	8456		2501
nqh	תַּזְנוּת	taznût	N	fornication	sub		g.bu.ad	8457		563c
nqi	תַּחְבֻּלָה	taḥbulâ	N	direction	single		h.af.ai	8458		596a
nqj	תֹּחוּ	tōḥû	Np	Tohu			w.aj.ab	8459		
nqk	תַּחְכְּמֹנִי	taḥkĕmōnî	Ag	Tachmonite			h.cg.ae	8461		
nql	תַּחֲלֻאִים	taḥăluʾîm	N	diseases	sub		h.ch.ab	8463		648a
nqm	תְּחִלָּה	tĕḥillâ	N	beginning	sub		h.ct.ae	8462		661d
nqn	תַּחְמָס	taḥmās	N	male ostrich	sub		h.dj.ac	8464		678b
nqo	תַּ֫חַן	taḥan	Np	Tahan			h.dv.ag	8465		
nqp	תְּחִנָּה	tĕḥinnâ	Np	Tehinnah			h.dz.ar	8468		
nqq	תְּחִנָּה	tĕḥinnâ	N	favour	sub		h.dz.aq	8467		694f
nqr	תַּחֲנָה	taḥănâ	N	encamping	sub		h.dv.ai	8466		690d
nqs	תַּחֲנוּן	taḥănûn	N	supplication for favour	sub		h.dz.as	8469		694g
nqt	תַּחֲנִי	taḥănî	Ag	Tachanite			h.dv.ah	8470		
nqu	תַּחְפַּנְחֵס	taḥpanḥēs	Np	Tahapanes			w.am.an	8471		
nqv	תַּחְפְּנֵיס	taḥpĕnês	Np	Tahpenes			w.am.ao	8472		
nqw	תַּחְרָא	taḥrāʾ	N	corselet	single		w.am.ap	8473		2502
nqx	תַּחָרָה	taḥārâ	V	burn	sub		h.fo.aa	8474		736
nqy	תַּחְרֵעַ	taḥrēaʿ	Np	Tahrea			h.fy.ab	8475		
nqz	תַּ֫חַשׁ	taḥaš	Np	Thahash			w.am.at	8477		
nra	תַּ֫חַשׁ	taḥaš	N	taḫaš	single		w.am.as	8476		2503
nrb	תַּ֫חַת	taḥat	Np	Tahath			w.an.ad	8480		
nrc	תַּחַת	taḥat	N	the under part	main	תחת	w.an.aa	8478		2504
nrd	תַּחְתּוֹן	taḥtôn	A	lower	sub		w.an.ab	8481		2504a
nre	תַּחְתִּי	taḥtî	A	lower	sub		w.an.ac	8482		2504b
nrf	תַּחְתִּים חׇדְשִׁי	taḥtîm ḥodšî	Np	Tahtim-hodshi			h.aw.af	8483		
nrg	תִּיכוֹן	tîkôn	A	middle	sub		w.aj.af	8484		2498a
nrh	תִּילוֹן	tîlôn	Np	Tilon (from the margin)			w.an.ag	8436		
nri	תֵּימָא	têmāʾ	Np	Tema			w.an.ah	8485		
nrj	תֵּימָן	têmān	N	south	sub		j.bs.aj	8486		872e
nrk	תֵּימָן	têmān	Np	south	sub		j.bs.ak	8487		872f
nrl	תֵּימְנִי	têmĕnî	Np	Temeni			j.bs.am	8488		
nrm	תֵּימָנִי	têmānî	Ag	Temani			j.bs.al	8489		
nrn	תִּימָרָה	tîmārâ	N	column	sub		w.ba.af	8490		2523d
nro	תִּיצִי	tîṣî	Ag	Tizite			w.an.ak	8491		
nrp	תִּירוֹשׁ	tîrôš	N	must	single		j.dq.aj	8492		2505
nrq	תִּירְיָא	tîrĕyāʾ	Np	Tiria			j.df.ag	8493		
nrr	תִּירָ֑ס	tîrās	Np	Tiras			w.an.an	8494		
nrs	תַּ֫יִשׁ	tayiš	N	he-goat	single		w.an.ao	8495		2506
nrt	תֹּךְ	tōk	N	injury	sub		w.ap.ab	8496		2509a
nru	תָּכָה	tākâ	V	strew	main	תכה	w.ao.aa	8497		2507
nrv	תְּכוּנָה	tĕkûnâ	N	arrangement	sub		k.aw.ak	8499		
nrw	תְּכוּנָה	tĕkûnâ	N	arrangement	sub		k.aw.ak	8498		964e
nrx	תֻּכִּיִּים	tukkîyîm	N	peacocks	single		w.ao.ac	8500		2508
nry	תָּכָךְ	tākāk	N	injury	sub		w.ap.ab	8501		2509a
nrz	תכך	tkk			main	תכך	w.ap.aa			2509
nsa	תִּכְלָה	tiklâ	N	completeness	sub		k.bk.ah	8502		982e
nsb	תַּכְלִית	taklît	N	end	sub		k.bk.ai	8503		982f
nsc	תְּכֵ֫לֶת	tĕkēlet	N	violet	single		w.ap.ae	8504		2510
nsd	תָּכַן	tākan	V	regulate	main	תכן	w.aq.aa	8505		2511
nse	תֹּ֫כֶן	tōken	Np	Tochen			w.aq.ac	8507		
nsf	תֹּ֫כֶן	tōken	N	measurement	sub		w.aq.ab	8506		2511a
nsg	תׇּכְנִית	toknît	N	measurement	sub		w.aq.ad	8508		2511b
nsh	תַּכְרִיךְ	takrîk	N	robe	sub		k.db.ab	8509		1037a
nsi	תֵּל	tēl	N	mound	sub		w.at.ab	8510		2513a
nsj	תֵּל אָבִיב	tēl ʾābîb	Np	Tel-abib			w.at.ac	8512		
nsk	תֵּל חַרְשָׁא	tēl ḥaršāʾ	Np	Tel-haresha			w.at.ad	8521		
nsl	תֵּל מֶ֫לַח	tēl melaḥ	Np	Tel-melah			w.at.ae	8528		
nsm	תָּלָא	tālāʾ	V	hang	main	תלא	w.ar.aa	8511		
nsn	תַּלְאֻבָה	talʾubâ	N	drought	sub		l.ac.ab	8514		1065a
nso	תְּלָאָה	tĕlāʾâ	N	weariness	sub		l.ad.ab	8513		1066a
nsp	תְּלַאשָּׂ֑ר	tĕlaʾśśār	Np	Telassar			w.ar.ad	8515		
nsq	תִּלְבֹּשֶׁת	tilbōšet	N	raiment	sub		l.al.ad	8516		1075c
nsr	תָּלָה	tālâ	V	hang	main	תלה	w.as.aa	8518		2512
nss	תָּלוּל	tālûl	A	exalted	sub		w.at.af	8524		2513b
nst	תֶּ֫לַח	telaḥ	Np	Telah			w.as.ae	8520		
nsu	תְּלִי	tĕlî	N	quiver	sub		w.as.ab	8522		2512a
nsv	תָּלַל	tālal	V	deride	main	תלל	w.au.aa	2048	b	2514
nsw	תלל	tll			main	תלל	w.at.aa			2513
nsx	תֶּ֫לֶם	telem	N	furrow	sub		w.av.ab	8525		2515a
nsy	תלם	tlm			main	תלם	w.av.aa			2515
nsz	תַּלְמַי	talmay	Np	Talmai			w.av.ac	8526		
nta	תַּלְמִיד	talmîd	N	scholar	sub		l.bq.ad	8527		1116c
ntb	תְּלֻנָּה	tĕlunnâ	N	murmuring	sub		l.ba.ab	8519		1097a
ntc	תָּלַע	tālaʿ	V	clad in scarlet	sub		w.aw.af	8529		2516c
ntd	תלע	tlʿ			main	תלע	w.aw.aa			2516
nte	תַּלְפִּיָּוֹת	talpîyāwōt	N	exitialia	single		w.aw.ah	8530		2517
ntf	תַּלְתַּלִּים	taltallîm	N	trailing bough	sub		w.at.ag	8534		2513c
ntg	תָּם	tām	A	complete	sub		w.az.ad	8535		2522c
nth	תֹּם	tōm	N	completeness	sub		w.az.ab	8537		2522a
nti	תָּמַהּ	tāmah	V	be astounded	main	תמה	w.ax.aa	8539		2518
ntj	תֻּמָּה	tummâ	N	integrity	sub		w.az.ac	8538		2522b
ntk	תִּמָּהוֹן	timmāhôn	N	bewilderment	sub		w.ax.ab	8541		2518a
ntl	תַּמּוּז	tammûz	Np	Tammuz	single		w.ax.ac	8542		2519
ntm	תְּמוֹל	tĕmôl	D	yesterday	single		w.ay.ab	8543		2521
ntn	תְּמוּנָה	tĕmûnâ	N	likeness	sub		m.bv.ac	8544		1191b
nto	תְּמוּרָה	tĕmûrâ	N	exchange	sub		m.bc.ab	8545		1164a
ntp	תְּמוּתָה	tĕmûtâ	N	death	sub		m.be.ad	8546		1169c
ntq	תָּ֑מַח	tāmaḥ	Np	Tamah			w.ax.ag	8547		
ntr	תָּמִיד	tāmîd	N	continuity	sub		m.au.ab	8548		1157a
nts	תָּמִים	tāmîm	A	complete	sub		w.az.ae	8549		2522d
ntt	תֻּמִּים	tummîm	Np	Thummim			w.az.ab	8550		
ntu	תָּמַךְ	tāmak	V	grasp	main	תמך	w.ay.aa	8551		2520
ntv	תָּמַם	tāmam	V	be complete	main	תמם	w.az.aa	8552		2522
ntw	תִּמְנָה	timnâ	Np	Timnah			m.cm.ag	8553		
ntx	תִּמְנִי	timnî	A	the Timnite			m.cm.ah	8554		
nty	תִּמְנָע	timnāʿ	Np	Timna			m.cp.ac	8555		
ntz	תִּמְנַת חֶרֶס	timnat ḥeres	Np	Timnath-heres			m.cm.ai	8556	a	
nua	תִּמְנַת סֶ֫רַח	timnat seraḥ	Np	Timnath-serah			m.cm.aj	8556	b	
nub	תֶּ֫מֶס	temes	N	melting	sub		m.cs.ad	8557		1223c
nuc	תָּמָר	tāmār	Np	Tamar			w.ba.ad	8559		
nud	תָּמָר	tāmār	N	palm-tree	sub		w.ba.ac	8558		2523b
nue	תֹּ֫מֶר	tōmer	N	palm-tree	sub		w.ba.ab	8560		2523a
nuf	תמר	tmr			main	תמר	w.ba.aa			2523
nug	תִּמֹרָה	timōrâ	N	palm	sub		w.ba.ae	8561		2523c
nuh	תַּמְרוּק	tamrûq	N	scouring	sub		m.do.ac	8562		1246b
nui	תַּמְרוּר	tamrûr	N	sign-posts	sub		w.ba.ag	8564		2523e
nuj	תַּמְרוּר	tamrûr	N	bitterness	sub		m.dq.ao	8563		1248l
nuk	תַּן	tan	N	serpent	sub		w.be.ac	8565		2528a
nul	תַּן	tan	N	jackal	sub		w.be.ab	8577	a	2528a
num	תַּנָּה	tannâ	N	jackal	sub		w.be.ab	8568		2528a
nun	תָּנָה	tānâ	V	hire	main	תנה	w.bb.aa	8566		2524
nuo	תָּנָה	tānâ	V	recount	main	תנה	w.bc.aa	8567		2525
nup	תְּנוּאָה	tĕnûʾâ	N	opposition	sub		n.bs.ab	8569		1317a
nuq	תְּנוּבָה	tĕnûbâ	N	fruit	sub		n.bt.ae	8570		1318c
nur	תְּנוּךְ	tĕnûk	N	tip	sub		w.bd.ab	8571		2527a
nus	תְּנוּמָה	tĕnûmâ	N	slumber	sub		n.ca.ac	8572		1325b
nut	תְּנוּפָה	tĕnûpâ	N	a swinging	sub		n.ce.ac	8573		1330b
nuu	תַּנּוּר	tannûr	N	stove	single		w.bd.ae	8574		2526
nuv	תַּנְחוּם	tanḥûm	N	consolation	sub		n.cr.ak	8575		1344d
nuw	תַּנְחֻ֫מֶת	tanḥumet	Np	Tanhumeth			n.cr.al	8576		
nux	תַּנִּין	tannîn	N	serpent	sub		w.be.ac	8577	b	2528b
nuy	תנך	tnk			main	תנך	w.bd.aa			2527
nuz	תנן	tnn			main	תנן	w.be.aa			2528
nva	תנן	tnn			main	תנן	w.bf.aa			2529
nvb	תִּנְשֶׁ֫מֶת	tinšemet	N	hard breather	sub		n.fx.ac	8580		1433b
nvc	תַּעָב	taʿāb	V	loathe	sub		w.bg.ac	8581		2530
nvd	תעב	tʿb			main	תעב	w.bg.aa			
nve	תָּעָה	tāʿâ	V	err	main	תעה	w.bh.aa	8582		2531
nvf	תְּעוּדָה	tĕʿûdâ	N	testimony	sub		p.bc.ai	8584		1576g
nvg	תֹּ֫עִי	tōʿî	Np	Toi			w.bh.ae	8583		
nvh	תְּעָלָה	tĕʿālâ	N	healing	sub		p.cs.aq	8585	b	1624o
nvi	תְּעָלָה	tĕʿālâ	N	water-course	sub		p.cs.ap	8585	a	1624n
nvj	תַּעֲלוּלִים	taʿălûlîm	N	wantonness	sub		p.cu.ah	8586		1627f
nvk	תַּעֲלֻמָּהֿ	taʿălummâ	N	hidden thing	sub		p.cx.ab	8587		1629a
nvl	תַּעֲנוּג	taʿănûg	N	daintiness	sub		p.dr.ad	8588		1648c
nvm	תַּעֲנִית	taʿănît	N	humiliation	sub		p.dv.ag	8589		1652f
nvn	תַּעֲנָךְ	taʿănāk	Np	Taanach			w.bh.ak	8590		
nvo	תָּעַע	tāʿaʿ	V	mock	main	תעע	w.bi.aa	8591		2532
nvp	תְּעֻפָה	tĕʿupâ	N	gloom	sub		p.bl.af	5774	b	1583c
nvq	תַּעֲצֻמָה	taʿăṣumâ	N	might	sub		p.eq.ag	8592		1673e
nvr	תַּ֫עַר	taʿar	N	razor	sub		p.fi.ag	8593		1692e
nvs	תַּעֲרֻבָה	taʿărubâ	N	pledge	sub		p.fc.ae	8594		1686d
nvt	תֵּעְתֻּעִים	tēʿĕtuʿîm	N	mockery	sub		w.bi.ab	8595		2532a
nvu	תֹּף	tōp	N	timbrel	sub		w.bl.ab	8596		2536a
nvv	תִּפְאָרָה	tipʾārâ	N	beauty	sub		q.ac.ac	8597		1726b
nvw	תַּפּוּחַ	tappûaḥ	N	apple-tree	sub		n.ej.ae	8598		1390c
nvx	תַּפּוּחַ	tappûaḥ	Np	Tappuah			n.ej.ag	8599	b	
nvy	תְּפוֹצָה	tĕpôṣâ	N	your dispersions	sub		q.aq.ac	8600		1745b
nvz	תַּפֻּחַ	tappuaḥ	Np	Tappuah			n.ej.af	8599	a	
nwa	תֻּפִינִים	tupînîm	N	baken pieces	single		w.bi.al	8601		2533
nwb	תָּפֵל	tāpēl	A	tasteless	sub		w.bj.ab	8602	a	2534a
nwc	תָּפֵל	tāpēl	A	whitewash	sub		w.bk.ab	8602	b	2535a
nwd	תֹּ֫פֶל	tōpel	Np	Tophel			w.bk.ac	8603		
nwe	תפל	tpl			main	תפל	w.bk.aa			2535
nwf	תפל	tpl			main	תפל	w.bj.aa			2534
nwg	תְּפִלָּה	tĕpillâ	N	prayer	sub		q.bq.ab	8605		1776a
nwh	תִּפְלָה	tiplâ	N	unsavouriness	sub		w.bj.ac	8604		2534b
nwi	תִּפְלֶ֫צֶת	tipleṣet	N	shuddering	sub		q.bs.ad	8606		1778c
nwj	תִּפְסַח	tipsaḥ	Np	Tipsah			q.by.ac	8607		
nwk	תָּפַף	tāpap	V	sound the timbrel	sub		w.bl.ac	8608		2536
nwl	תפף	tpp			main	תפף	w.bl.aa			
nwm	תָּפַר	tāpar	V	sew together	main	תפר	w.bm.aa	8609		2537
nwn	תָּפַשׂ	tāpaś	V	lay hold of	main	תפשׂ	w.bn.aa	8610		2538
nwo	תֹּ֫פֶת	tōpet	Np	Tophet	single		w.bn.ac	8612		2539
nwp	תֹּ֫פֶת	tōpet	N	spitting	sub		w.ak.ab	8611		2499a
nwq	תׇּפְתֶּה	topteh	Np	Tophet			w.bn.ad	8613		
nwr	תִּקְוָה	tiqwâ	N	hope	sub		s.aq.ag	8615	b	1994e
nws	תִּקְוָה	tiqwâ	N	cord	sub		s.aq.af	8615	a	1994d
nwt	תִּקְוָה	tiqwâ	Np	Tikvah			s.aq.ah	8616		
nwu	תְּקוּמָה	tĕqûmâ	N	standing	sub		s.av.ak	8617		1999g
nwv	תְּקוֹמֵם	tĕqômēm	V	opponent	sub		s.av.al	8618		1999?
nww	תְּקוֹעַ	tĕqôaʿ	Np	Tekoa			w.bp.ad	8620		
nwx	תָּקוֹעַ	tāqôaʿ	N	blast-instrument	sub		w.bp.ac	8619		2541b
nwy	תְּקוֹעִי	tĕqôʿî	Ag	Tekoite			w.bp.ae	8621		
nwz	תְּקוּפָה	tĕqûpâ	N	coming round	sub		s.aw.ab	8622		2001a
nxa	תַּקִּיף	taqqîp	A	mighty	sub		w.bq.ac	8623		2542b
nxb	תָּקַן	tāqan	V	become straight	main	תקן	w.bo.aa	8626		2540
nxc	תֵּ֫קַע	tēqaʿ	N	blast	sub		w.bp.ab	8629		2541a
nxd	תָּקַע	tāqaʿ	V	thrust	main	תקע	w.bp.aa	8628		2541
nxe	תָּקֵף	tāqēp	V	prevail over	main	תקף	w.bq.aa	8630		2542
nxf	תֹּ֫קֶף	tōqep	N	power	sub		w.bq.ab	8633		2542a
nxg	תֹּר	tōr	N	turtle-dove	single		w.bq.ad	8449		2500c
nxh	תַּרְאֲלָה	tarʾălâ	Np	Taralah			w.bq.ae	8634		
nxi	תַּרְבּוּת	tarbût	N	increase	sub		t.ai.af	8635		2103e
nxj	תַּרְבִּית	tarbît	N	increment	sub		t.ai.ag	8636		2103f
nxk	תִּרְגַּל	tirgal	V	foot it	sub		t.ar.ab	8637		2113
nxl	תִּרְגֵּם	tirgēm	V	interpret	main	רגם	w.bq.ah	8638		2543
nxm	תַּרְדֵּמָה	tardēmâ	N	deep sleep	sub		t.bb.ab	8639		2123a
nxn	תִּרְהָקָה	tirhāqâ	Np	Tirhakah			w.bq.aj	8640		
nxo	תְּרוּמָה	tĕrûmâ	N	contribution	sub		t.bm.as	8641		2133i
nxp	תְּרוּמִיָּה	tĕrûmîyâ	N	what belongs to a contribution	sub		t.bm.at	8642		2133j
nxq	תְּרוּעָה	tĕrûʿâ	N	shout of war	sub		t.bo.ac	8643		2135b
nxr	תְּרוּפָה	tĕrûpâ	N	healing	sub		t.bp.ab	8644		2136a
nxs	תִּרְזָה	tirzâ	N	cypress	single		w.bq.an	8645		2543.1
nxt	תֶּ֫רַח	teraḥ	Np	Tarah			w.bq.ao	8646		
nxu	תִּרְחֲנָה	tirḥănâ	Np	Tirhanah			t.cb.ab	8647		
nxv	תׇּרְמָה	tormâ	N	in treachery	sub		t.cw.ad	8649	a	2169c
nxw	תׇּרְמִית	tormît	N	deceitfulness	sub		t.cw.af	8649	b	2169d
nxx	תֹּ֫רֶן	tōren	N	mast	single		w.bq.ar	8650		2544
