surah,ayah,word,location,lemma_bw,form_arabic,form_bw,role,full_verse_uthmani
9,122,3,9:122:3,mu&omin,ٱلْمُؤْمِنُونَ,{lomu&ominuwna,human_or_group,وَمَا كَانَ ٱلْمُؤْمِنُونَ لِيَنفِرُوا۟ كَآفَّةً فَلَوْلَا نَفَرَ مِن كُلِّ فِرْقَةٍ مِّنْهُمْ طَآئِفَةٌ لِّيَتَفَقَّهُوا۟ فِى ٱلدِّينِ وَلِيُنذِرُوا۟ قَوْمَهُمْ إِذَا رَجَعُوٓا۟ إِلَيْهِمْ لَعَلَّهُمْ يَحْذَرُونَ
9,128,12,9:128:12,mu&omin,بِٱلْمُؤْمِنِينَ,bi{lomu&ominiyna,human_or_group,لَقَدْ جَآءَكُمْ رَسُولٌ مِّنْ أَنفُسِكُمْ عَزِيزٌ عَلَيْهِ مَا عَنِتُّمْ حَرِيصٌ عَلَيْكُم بِٱلْمُؤْمِنِينَ رَءُوفٌ رَّحِيمٌ
10,57,14,10:57:14,mu&omin,لِّلْمُؤْمِنِينَ,l~ilomu&ominiyna,human_or_group,يَٰٓأَيُّهَا ٱلنَّاسُ قَدْ جَآءَتْكُم مَّوْعِظَةٌ مِّن رَّبِّكُمْ وَشِفَآءٌ لِّمَا فِى ٱلصُّدُورِ وَهُدًى وَرَحْمَةٌ لِّلْمُؤْمِنِينَ
10,78,16,10:78:16,mu&omin,بِمُؤْمِنِينَ,bimu&ominiyna,human_or_group,قَالُوٓا۟ أَجِئْتَنَا لِتَلْفِتَنَا عَمَّا وَجَدْنَا عَلَيْهِ ءَابَآءَنَا وَتَكُونَ لَكُمَا ٱلْكِبْرِيَآءُ فِى ٱلْأَرْضِ وَمَا نَحْنُ لَكُمَا بِمُؤْمِنِينَ
10,87,16,10:87:16,mu&omin,ٱلْمُؤْمِنِينَ,{lomu&ominiyna,human_or_group,وَأَوْحَيْنَآ إِلَىٰ مُوسَىٰ وَأَخِيهِ أَن تَبَوَّءَا لِقَوْمِكُمَا بِمِصْرَ بُيُوتًا وَٱجْعَلُوا۟ بُيُوتَكُمْ قِبْلَةً وَأَقِيمُوا۟ ٱلصَّلَوٰةَ وَبَشِّرِ ٱلْمُؤْمِنِينَ
10,99,15,10:99:15,mu&omin,مُؤْمِنِينَ,mu&ominiyna,human_or_group,وَلَوْ شَآءَ رَبُّكَ لَـَٔامَنَ مَن فِى ٱلْأَرْضِ كُلُّهُمْ جَمِيعًا أَفَأَنتَ تُكْرِهُ ٱلنَّاسَ حَتَّىٰ يَكُونُوا۟ مُؤْمِنِينَ
10,103,10,10:103:10,mu&omin,ٱلْمُؤْمِنِينَ,{lomu&ominiyna,human_or_group,ثُمَّ نُنَجِّى رُسُلَنَا وَٱلَّذِينَ ءَامَنُوا۟ كَذَٰلِكَ حَقًّا عَلَيْنَا نُنجِ ٱلْمُؤْمِنِينَ
10,104,26,10:104:26,mu&omin,ٱلْمُؤْمِنِينَ,{lomu&ominiyna,human_or_group,قُلْ يَٰٓأَيُّهَا ٱلنَّاسُ إِن كُنتُمْ فِى شَكٍّ مِّن دِينِى فَلَآ أَعْبُدُ ٱلَّذِينَ تَعْبُدُونَ مِن دُونِ ٱللَّهِ وَلَٰكِنْ أَعْبُدُ ٱللَّهَ ٱلَّذِى يَتَوَفَّىٰكُمْ وَأُمِرْتُ أَنْ أَكُونَ مِنَ ٱلْمُؤْمِنِينَ
11,53,15,11:53:15,mu&omin,بِمُؤْمِنِينَ,bimu&ominiyna,human_or_group,قَالُوا۟ يَٰهُودُ مَا جِئْتَنَا بِبَيِّنَةٍ وَمَا نَحْنُ بِتَارِكِىٓ ءَالِهَتِنَا عَن قَوْلِكَ وَمَا نَحْنُ لَكَ بِمُؤْمِنِينَ
11,86,7,11:86:7,mu&omin,مُّؤْمِنِينَ,m~u&ominiyna,human_or_group,بَقِيَّتُ ٱللَّهِ خَيْرٌ لَّكُمْ إِن كُنتُم مُّؤْمِنِينَ وَمَآ أَنَا۠ عَلَيْكُم بِحَفِيظٍ
11,120,17,11:120:17,mu&omin,لِلْمُؤْمِنِينَ,lilomu&ominiyna,human_or_group,وَكُلًّا نَّقُصُّ عَلَيْكَ مِنْ أَنۢبَآءِ ٱلرُّسُلِ مَا نُثَبِّتُ بِهِۦ فُؤَادَكَ وَجَآءَكَ فِى هَٰذِهِ ٱلْحَقُّ وَمَوْعِظَةٌ وَذِكْرَىٰ لِلْمُؤْمِنِينَ
12,17,14,12:17:14,mu&omin,بِمُؤْمِنٍ,bimu&ominK,human_or_group,قَالُوا۟ يَٰٓأَبَانَآ إِنَّا ذَهَبْنَا نَسْتَبِقُ وَتَرَكْنَا يُوسُفَ عِندَ مَتَٰعِنَا فَأَكَلَهُ ٱلذِّئْبُ وَمَآ أَنتَ بِمُؤْمِنٍ لَّنَا وَلَوْ كُنَّا صَٰدِقِينَ
12,103,6,12:103:6,mu&omin,بِمُؤْمِنِينَ,bimu&ominiyna,human_or_group,وَمَآ أَكْثَرُ ٱلنَّاسِ وَلَوْ حَرَصْتَ بِمُؤْمِنِينَ
14,11,29,14:11:29,mu&omin,ٱلْمُؤْمِنُونَ,{lomu&ominuwna,human_or_group,قَالَتْ لَهُمْ رُسُلُهُمْ إِن نَّحْنُ إِلَّا بَشَرٌ مِّثْلُكُمْ وَلَٰكِنَّ ٱللَّهَ يَمُنُّ عَلَىٰ مَن يَشَآءُ مِنْ عِبَادِهِۦ وَمَا كَانَ لَنَآ أَن نَّأْتِيَكُم بِسُلْطَٰنٍ إِلَّا بِإِذْنِ ٱللَّهِ وَعَلَى ٱللَّهِ فَلْيَتَوَكَّلِ ٱلْمُؤْمِنُونَ
14,41,5,14:41:5,mu&omin,وَلِلْمُؤْمِنِينَ,walilomu&ominiyna,human_or_group,رَبَّنَا ٱغْفِرْ لِى وَلِوَٰلِدَىَّ وَلِلْمُؤْمِنِينَ يَوْمَ يَقُومُ ٱلْحِسَابُ
15,77,5,15:77:5,mu&omin,لِّلْمُؤْمِنِينَ,l~ilomu&ominiyna,human_or_group,إِنَّ فِى ذَٰلِكَ لَـَٔايَةً لِّلْمُؤْمِنِينَ
15,88,15,15:88:15,mu&omin,لِلْمُؤْمِنِينَ,lilomu&ominiyna,human_or_group,لَا تَمُدَّنَّ عَيْنَيْكَ إِلَىٰ مَا مَتَّعْنَا بِهِۦٓ أَزْوَٰجًا مِّنْهُمْ وَلَا تَحْزَنْ عَلَيْهِمْ وَٱخْفِضْ جَنَاحَكَ لِلْمُؤْمِنِينَ
16,97,9,16:97:9,mu&omin,مُؤْمِنٌ,mu&ominN,human_or_group,مَنْ عَمِلَ صَٰلِحًا مِّن ذَكَرٍ أَوْ أُنثَىٰ وَهُوَ مُؤْمِنٌ فَلَنُحْيِيَنَّهُۥ حَيَوٰةً طَيِّبَةً وَلَنَجْزِيَنَّهُمْ أَجْرَهُم بِأَحْسَنِ مَا كَانُوا۟ يَعْمَلُونَ
17,9,9,17:9:9,mu&omin,ٱلْمُؤْمِنِينَ,{lomu&ominiyna,human_or_group,إِنَّ هَٰذَا ٱلْقُرْءَانَ يَهْدِى لِلَّتِى هِىَ أَقْوَمُ وَيُبَشِّرُ ٱلْمُؤْمِنِينَ ٱلَّذِينَ يَعْمَلُونَ ٱلصَّٰلِحَٰتِ أَنَّ لَهُمْ أَجْرًا كَبِيرًا
17,19,8,17:19:8,mu&omin,مُؤْمِنٌ,mu&ominN,human_or_group,وَمَنْ أَرَادَ ٱلْـَٔاخِرَةَ وَسَعَىٰ لَهَا سَعْيَهَا وَهُوَ مُؤْمِنٌ فَأُو۟لَٰٓئِكَ كَانَ سَعْيُهُم مَّشْكُورًا
17,82,8,17:82:8,mu&omin,لِّلْمُؤْمِنِينَ,l~ilomu&ominiyna,human_or_group,وَنُنَزِّلُ مِنَ ٱلْقُرْءَانِ مَا هُوَ شِفَآءٌ وَرَحْمَةٌ لِّلْمُؤْمِنِينَ وَلَا يَزِيدُ ٱلظَّٰلِمِينَ إِلَّا خَسَارًا
18,2,8,18:2:8,mu&omin,ٱلْمُؤْمِنِينَ,{lomu&ominiyna,human_or_group,قَيِّمًا لِّيُنذِرَ بَأْسًا شَدِيدًا مِّن لَّدُنْهُ وَيُبَشِّرَ ٱلْمُؤْمِنِينَ ٱلَّذِينَ يَعْمَلُونَ ٱلصَّٰلِحَٰتِ أَنَّ لَهُمْ أَجْرًا حَسَنًا
18,80,5,18:80:5,mu&omin,مُؤْمِنَيْنِ,mu&ominayoni,human_or_group,وَأَمَّا ٱلْغُلَٰمُ فَكَانَ أَبَوَاهُ مُؤْمِنَيْنِ فَخَشِينَآ أَن يُرْهِقَهُمَا طُغْيَٰنًا وَكُفْرًا
20,75,3,20:75:3,mu&omin,مُؤْمِنًا,mu&ominFA,human_or_group,وَمَن يَأْتِهِۦ مُؤْمِنًا قَدْ عَمِلَ ٱلصَّٰلِحَٰتِ فَأُو۟لَٰٓئِكَ لَهُمُ ٱلدَّرَجَٰتُ ٱلْعُلَىٰ
20,112,6,20:112:6,mu&omin,مُؤْمِنٌ,mu&ominN,human_or_group,وَمَن يَعْمَلْ مِنَ ٱلصَّٰلِحَٰتِ وَهُوَ مُؤْمِنٌ فَلَا يَخَافُ ظُلْمًا وَلَا هَضْمًا
21,88,8,21:88:8,mu&omin,ٱلْمُؤْمِنِينَ,{lomu&ominiyna,human_or_group,فَٱسْتَجَبْنَا لَهُۥ وَنَجَّيْنَٰهُ مِنَ ٱلْغَمِّ وَكَذَٰلِكَ نُـۨجِى ٱلْمُؤْمِنِينَ
21,94,6,21:94:6,mu&omin,مُؤْمِنٌ,mu&ominN,human_or_group,فَمَن يَعْمَلْ مِنَ ٱلصَّٰلِحَٰتِ وَهُوَ مُؤْمِنٌ فَلَا كُفْرَانَ لِسَعْيِهِۦ وَإِنَّا لَهُۥ كَٰتِبُونَ
23,1,3,23:1:3,mu&omin,ٱلْمُؤْمِنُونَ,{lomu&ominuwna,human_or_group,بِسْمِ ٱللَّهِ ٱلرَّحْمَٰنِ ٱلرَّحِيمِ قَدْ أَفْلَحَ ٱلْمُؤْمِنُونَ
23,38,12,23:38:12,mu&omin,بِمُؤْمِنِينَ,bimu&ominiyna,human_or_group,إِنْ هُوَ إِلَّا رَجُلٌ ٱفْتَرَىٰ عَلَى ٱللَّهِ كَذِبًا وَمَا نَحْنُ لَهُۥ بِمُؤْمِنِينَ
24,2,26,24:2:26,mu&omin,ٱلْمُؤْمِنِينَ,{lomu&ominiyna,human_or_group,ٱلزَّانِيَةُ وَٱلزَّانِى فَٱجْلِدُوا۟ كُلَّ وَٰحِدٍ مِّنْهُمَا مِا۟ئَةَ جَلْدَةٍ وَلَا تَأْخُذْكُم بِهِمَا رَأْفَةٌ فِى دِينِ ٱللَّهِ إِن كُنتُمْ تُؤْمِنُونَ بِٱللَّهِ وَٱلْيَوْمِ ٱلْـَٔاخِرِ وَلْيَشْهَدْ عَذَابَهُمَا طَآئِفَةٌ مِّنَ ٱلْمُؤْمِنِينَ
24,3,18,24:3:18,mu&omin,ٱلْمُؤْمِنِينَ,{lomu&ominiyna,human_or_group,ٱلزَّانِى لَا يَنكِحُ إِلَّا زَانِيَةً أَوْ مُشْرِكَةً وَٱلزَّانِيَةُ لَا يَنكِحُهَآ إِلَّا زَانٍ أَوْ مُشْرِكٌ وَحُرِّمَ ذَٰلِكَ عَلَى ٱلْمُؤْمِنِينَ
24,12,5,24:12:5,mu&omin,ٱلْمُؤْمِنُونَ,{lomu&ominuwna,human_or_group,لَّوْلَآ إِذْ سَمِعْتُمُوهُ ظَنَّ ٱلْمُؤْمِنُونَ وَٱلْمُؤْمِنَٰتُ بِأَنفُسِهِمْ خَيْرًا وَقَالُوا۟ هَٰذَآ إِفْكٌ مُّبِينٌ
24,12,6,24:12:6,m~u&omina`t,وَٱلْمُؤْمِنَٰتُ,wa{lomu&omina`tu,human_or_group,لَّوْلَآ إِذْ سَمِعْتُمُوهُ ظَنَّ ٱلْمُؤْمِنُونَ وَٱلْمُؤْمِنَٰتُ بِأَنفُسِهِمْ خَيْرًا وَقَالُوا۟ هَٰذَآ إِفْكٌ مُّبِينٌ
24,17,9,24:17:9,mu&omin,مُّؤْمِنِينَ,m~u&ominiyna,human_or_group,يَعِظُكُمُ ٱللَّهُ أَن تَعُودُوا۟ لِمِثْلِهِۦٓ أَبَدًا إِن كُنتُم مُّؤْمِنِينَ
24,23,6,24:23:6,m~u&omina`t,ٱلْمُؤْمِنَٰتِ,{lomu&omina`ti,human_or_group,إِنَّ ٱلَّذِينَ يَرْمُونَ ٱلْمُحْصَنَٰتِ ٱلْغَٰفِلَٰتِ ٱلْمُؤْمِنَٰتِ لُعِنُوا۟ فِى ٱلدُّنْيَا وَٱلْـَٔاخِرَةِ وَلَهُمْ عَذَابٌ عَظِيمٌ
24,30,2,24:30:2,mu&omin,لِّلْمُؤْمِنِينَ,l~ilomu&ominiyna,human_or_group,قُل لِّلْمُؤْمِنِينَ يَغُضُّوا۟ مِنْ أَبْصَٰرِهِمْ وَيَحْفَظُوا۟ فُرُوجَهُمْ ذَٰلِكَ أَزْكَىٰ لَهُمْ إِنَّ ٱللَّهَ خَبِيرٌۢ بِمَا يَصْنَعُونَ
24,31,2,24:31:2,m~u&omina`t,لِّلْمُؤْمِنَٰتِ,l~ilomu&omina`ti,human_or_group,وَقُل لِّلْمُؤْمِنَٰتِ يَغْضُضْنَ مِنْ أَبْصَٰرِهِنَّ وَيَحْفَظْنَ فُرُوجَهُنَّ وَلَا يُبْدِينَ زِينَتَهُنَّ إِلَّا مَا ظَهَرَ مِنْهَا وَلْيَضْرِبْنَ بِخُمُرِهِنَّ عَلَىٰ جُيُوبِهِنَّ وَلَا يُبْدِينَ زِينَتَهُنَّ إِلَّا لِبُعُولَتِهِنَّ أَوْ ءَابَآئِهِنَّ أَوْ ءَابَآءِ بُعُولَتِهِنَّ أَوْ أَبْنَآئِهِنَّ أَوْ أَبْنَآءِ بُعُولَتِهِنَّ أَوْ إِخْوَٰنِهِنَّ أَوْ بَنِىٓ إِخْوَٰنِهِنَّ أَوْ بَنِىٓ أَخَوَٰتِهِنَّ أَوْ نِسَآئِهِنَّ أَوْ مَا مَلَكَتْ أَيْمَٰنُهُنَّ أَوِ ٱلتَّٰبِعِينَ غَيْرِ أُو۟لِى ٱلْإِرْبَةِ مِنَ ٱلرِّجَالِ أَوِ ٱلطِّفْلِ ٱلَّذِينَ لَمْ يَظْهَرُوا۟ عَلَىٰ عَوْرَٰتِ ٱلنِّسَآءِ وَلَا يَضْرِبْنَ بِأَرْجُلِهِنَّ لِيُعْلَمَ مَا يُخْفِينَ مِن زِينَتِهِنَّ وَتُوبُوٓا۟ إِلَى ٱللَّهِ جَمِيعًا أَيُّهَ ٱلْمُؤْمِنُونَ لَعَلَّكُمْ تُفْلِحُونَ
24,31,76,24:31:76,mu&omin,ٱلْمُؤْمِنُونَ,{lomu&ominuwna,human_or_group,وَقُل لِّلْمُؤْمِنَٰتِ يَغْضُضْنَ مِنْ أَبْصَٰرِهِنَّ وَيَحْفَظْنَ فُرُوجَهُنَّ وَلَا يُبْدِينَ زِينَتَهُنَّ إِلَّا مَا ظَهَرَ مِنْهَا وَلْيَضْرِبْنَ بِخُمُرِهِنَّ عَلَىٰ جُيُوبِهِنَّ وَلَا يُبْدِينَ زِينَتَهُنَّ إِلَّا لِبُعُولَتِهِنَّ أَوْ ءَابَآئِهِنَّ أَوْ ءَابَآءِ بُعُولَتِهِنَّ أَوْ أَبْنَآئِهِنَّ أَوْ أَبْنَآءِ بُعُولَتِهِنَّ أَوْ إِخْوَٰنِهِنَّ أَوْ بَنِىٓ إِخْوَٰنِهِنَّ أَوْ بَنِىٓ أَخَوَٰتِهِنَّ أَوْ نِسَآئِهِنَّ أَوْ مَا مَلَكَتْ أَيْمَٰنُهُنَّ أَوِ ٱلتَّٰبِعِينَ غَيْرِ أُو۟لِى ٱلْإِرْبَةِ مِنَ ٱلرِّجَالِ أَوِ ٱلطِّفْلِ ٱلَّذِينَ لَمْ يَظْهَرُوا۟ عَلَىٰ عَوْرَٰتِ ٱلنِّسَآءِ وَلَا يَضْرِبْنَ بِأَرْجُلِهِنَّ لِيُعْلَمَ مَا يُخْفِينَ مِن زِينَتِهِنَّ وَتُوبُوٓا۟ إِلَى ٱللَّهِ جَمِيعًا أَيُّهَ ٱلْمُؤْمِنُونَ لَعَلَّكُمْ تُفْلِحُونَ
24,47,15,24:47:15,mu&omin,بِٱلْمُؤْمِنِينَ,bi{lomu&ominiyna,human_or_group,وَيَقُولُونَ ءَامَنَّا بِٱللَّهِ وَبِٱلرَّسُولِ وَأَطَعْنَا ثُمَّ يَتَوَلَّىٰ فَرِيقٌ مِّنْهُم مِّنۢ بَعْدِ ذَٰلِكَ وَمَآ أُو۟لَٰٓئِكَ بِٱلْمُؤْمِنِينَ
24,51,4,24:51:4,mu&omin,ٱلْمُؤْمِنِينَ,{lomu&ominiyna,human_or_group,إِنَّمَا كَانَ قَوْلَ ٱلْمُؤْمِنِينَ إِذَا دُعُوٓا۟ إِلَى ٱللَّهِ وَرَسُولِهِۦ لِيَحْكُمَ بَيْنَهُمْ أَن يَقُولُوا۟ سَمِعْنَا وَأَطَعْنَا وَأُو۟لَٰٓئِكَ هُمُ ٱلْمُفْلِحُونَ
24,62,2,24:62:2,mu&omin,ٱلْمُؤْمِنُونَ,{lomu&ominuwna,human_or_group,إِنَّمَا ٱلْمُؤْمِنُونَ ٱلَّذِينَ ءَامَنُوا۟ بِٱللَّهِ وَرَسُولِهِۦ وَإِذَا كَانُوا۟ مَعَهُۥ عَلَىٰٓ أَمْرٍ جَامِعٍ لَّمْ يَذْهَبُوا۟ حَتَّىٰ يَسْتَـْٔذِنُوهُ إِنَّ ٱلَّذِينَ يَسْتَـْٔذِنُونَكَ أُو۟لَٰٓئِكَ ٱلَّذِينَ يُؤْمِنُونَ بِٱللَّهِ وَرَسُولِهِۦ فَإِذَا ٱسْتَـْٔذَنُوكَ لِبَعْضِ شَأْنِهِمْ فَأْذَن لِّمَن شِئْتَ مِنْهُمْ وَٱسْتَغْفِرْ لَهُمُ ٱللَّهَ إِنَّ ٱللَّهَ غَفُورٌ رَّحِيمٌ
26,3,6,26:3:6,mu&omin,مُؤْمِنِينَ,mu&ominiyna,human_or_group,لَعَلَّكَ بَٰخِعٌ نَّفْسَكَ أَلَّا يَكُونُوا۟ مُؤْمِنِينَ
26,8,8,26:8:8,mu&omin,مُّؤْمِنِينَ,m~u&ominiyna,human_or_group,إِنَّ فِى ذَٰلِكَ لَـَٔايَةً وَمَا كَانَ أَكْثَرُهُم مُّؤْمِنِينَ
26,51,11,26:51:11,mu&omin,ٱلْمُؤْمِنِينَ,{lomu&ominiyna,human_or_group,إِنَّا نَطْمَعُ أَن يَغْفِرَ لَنَا رَبُّنَا خَطَٰيَٰنَآ أَن كُنَّآ أَوَّلَ ٱلْمُؤْمِنِينَ
26,67,8,26:67:8,mu&omin,مُّؤْمِنِينَ,m~u&ominiyna,human_or_group,إِنَّ فِى ذَٰلِكَ لَـَٔايَةً وَمَا كَانَ أَكْثَرُهُم مُّؤْمِنِينَ
26,102,7,26:102:7,mu&omin,ٱلْمُؤْمِنِينَ,{lomu&ominiyna,human_or_group,فَلَوْ أَنَّ لَنَا كَرَّةً فَنَكُونَ مِنَ ٱلْمُؤْمِنِينَ
26,103,8,26:103:8,mu&omin,مُّؤْمِنِينَ,m~u&ominiyna,human_or_group,إِنَّ فِى ذَٰلِكَ لَـَٔايَةً وَمَا كَانَ أَكْثَرُهُم مُّؤْمِنِينَ
26,114,4,26:114:4,mu&omin,ٱلْمُؤْمِنِينَ,{lomu&ominiyna,human_or_group,وَمَآ أَنَا۠ بِطَارِدِ ٱلْمُؤْمِنِينَ
26,118,9,26:118:9,mu&omin,ٱلْمُؤْمِنِينَ,{lomu&ominiyna,human_or_group,فَٱفْتَحْ بَيْنِى وَبَيْنَهُمْ فَتْحًا وَنَجِّنِى وَمَن مَّعِىَ مِنَ ٱلْمُؤْمِنِينَ
26,121,8,26:121:8,mu&omin,مُّؤْمِنِينَ,m~u&ominiyna,human_or_group,إِنَّ فِى ذَٰلِكَ لَـَٔايَةً وَمَا كَانَ أَكْثَرُهُم مُّؤْمِنِينَ
26,139,10,26:139:10,mu&omin,مُّؤْمِنِينَ,m~u&ominiyna,human_or_group,فَكَذَّبُوهُ فَأَهْلَكْنَٰهُمْ إِنَّ فِى ذَٰلِكَ لَـَٔايَةً وَمَا كَانَ أَكْثَرُهُم مُّؤْمِنِينَ
26,158,10,26:158:10,mu&omin,مُّؤْمِنِينَ,m~u&ominiyna,human_or_group,فَأَخَذَهُمُ ٱلْعَذَابُ إِنَّ فِى ذَٰلِكَ لَـَٔايَةً وَمَا كَانَ أَكْثَرُهُم مُّؤْمِنِينَ
26,174,8,26:174:8,mu&omin,مُّؤْمِنِينَ,m~u&ominiyna,human_or_group,إِنَّ فِى ذَٰلِكَ لَـَٔايَةً وَمَا كَانَ أَكْثَرُهُم مُّؤْمِنِينَ
26,190,8,26:190:8,mu&omin,مُّؤْمِنِينَ,m~u&ominiyna,human_or_group,إِنَّ فِى ذَٰلِكَ لَـَٔايَةً وَمَا كَانَ أَكْثَرُهُم مُّؤْمِنِينَ
26,199,6,26:199:6,mu&omin,مُؤْمِنِينَ,mu&ominiyna,human_or_group,فَقَرَأَهُۥ عَلَيْهِم مَّا كَانُوا۟ بِهِۦ مُؤْمِنِينَ
26,215,6,26:215:6,mu&omin,ٱلْمُؤْمِنِينَ,{lomu&ominiyna,human_or_group,وَٱخْفِضْ جَنَاحَكَ لِمَنِ ٱتَّبَعَكَ مِنَ ٱلْمُؤْمِنِينَ
27,2,3,27:2:3,mu&omin,لِلْمُؤْمِنِينَ,lilomu&ominiyna,human_or_group,هُدًى وَبُشْرَىٰ لِلْمُؤْمِنِينَ
27,15,15,27:15:15,mu&omin,ٱلْمُؤْمِنِينَ,{lomu&ominiyna,human_or_group,وَلَقَدْ ءَاتَيْنَا دَاوُۥدَ وَسُلَيْمَٰنَ عِلْمًا وَقَالَا ٱلْحَمْدُ لِلَّهِ ٱلَّذِى فَضَّلَنَا عَلَىٰ كَثِيرٍ مِّنْ عِبَادِهِ ٱلْمُؤْمِنِينَ
27,77,4,27:77:4,mu&omin,لِّلْمُؤْمِنِينَ,l~ilomu&ominiyna,human_or_group,وَإِنَّهُۥ لَهُدًى وَرَحْمَةٌ لِّلْمُؤْمِنِينَ
28,10,17,28:10:17,mu&omin,ٱلْمُؤْمِنِينَ,{lomu&ominiyna,human_or_group,وَأَصْبَحَ فُؤَادُ أُمِّ مُوسَىٰ فَٰرِغًا إِن كَادَتْ لَتُبْدِى بِهِۦ لَوْلَآ أَن رَّبَطْنَا عَلَىٰ قَلْبِهَا لِتَكُونَ مِنَ ٱلْمُؤْمِنِينَ
28,47,18,28:47:18,mu&omin,ٱلْمُؤْمِنِينَ,{lomu&ominiyna,human_or_group,وَلَوْلَآ أَن تُصِيبَهُم مُّصِيبَةٌۢ بِمَا قَدَّمَتْ أَيْدِيهِمْ فَيَقُولُوا۟ رَبَّنَا لَوْلَآ أَرْسَلْتَ إِلَيْنَا رَسُولًا فَنَتَّبِعَ ءَايَٰتِكَ وَنَكُونَ مِنَ ٱلْمُؤْمِنِينَ
29,44,10,29:44:10,mu&omin,لِّلْمُؤْمِنِينَ,l~ilomu&ominiyna,human_or_group,خَلَقَ ٱللَّهُ ٱلسَّمَٰوَٰتِ وَٱلْأَرْضَ بِٱلْحَقِّ إِنَّ فِى ذَٰلِكَ لَـَٔايَةً لِّلْمُؤْمِنِينَ
30,4,12,30:4:12,mu&omin,ٱلْمُؤْمِنُونَ,{lomu&ominuwna,human_or_group,فِى بِضْعِ سِنِينَ لِلَّهِ ٱلْأَمْرُ مِن قَبْلُ وَمِنۢ بَعْدُ وَيَوْمَئِذٍ يَفْرَحُ ٱلْمُؤْمِنُونَ
30,47,18,30:47:18,mu&omin,ٱلْمُؤْمِنِينَ,{lomu&ominiyna,human_or_group,وَلَقَدْ أَرْسَلْنَا مِن قَبْلِكَ رُسُلًا إِلَىٰ قَوْمِهِمْ فَجَآءُوهُم بِٱلْبَيِّنَٰتِ فَٱنتَقَمْنَا مِنَ ٱلَّذِينَ أَجْرَمُوا۟ وَكَانَ حَقًّا عَلَيْنَا نَصْرُ ٱلْمُؤْمِنِينَ
32,18,3,32:18:3,mu&omin,مُؤْمِنًا,mu&ominFA,human_or_group,أَفَمَن كَانَ مُؤْمِنًا كَمَن كَانَ فَاسِقًا لَّا يَسْتَوُۥنَ
33,6,3,33:6:3,mu&omin,بِٱلْمُؤْمِنِينَ,bi{lomu&ominiyna,human_or_group,ٱلنَّبِىُّ أَوْلَىٰ بِٱلْمُؤْمِنِينَ مِنْ أَنفُسِهِمْ وَأَزْوَٰجُهُۥٓ أُمَّهَٰتُهُمْ وَأُو۟لُوا۟ ٱلْأَرْحَامِ بَعْضُهُمْ أَوْلَىٰ بِبَعْضٍ فِى كِتَٰبِ ٱللَّهِ مِنَ ٱلْمُؤْمِنِينَ وَٱلْمُهَٰجِرِينَ إِلَّآ أَن تَفْعَلُوٓا۟ إِلَىٰٓ أَوْلِيَآئِكُم مَّعْرُوفًا كَانَ ذَٰلِكَ فِى ٱلْكِتَٰبِ مَسْطُورًا
33,6,17,33:6:17,mu&omin,ٱلْمُؤْمِنِينَ,{lomu&ominiyna,human_or_group,ٱلنَّبِىُّ أَوْلَىٰ بِٱلْمُؤْمِنِينَ مِنْ أَنفُسِهِمْ وَأَزْوَٰجُهُۥٓ أُمَّهَٰتُهُمْ وَأُو۟لُوا۟ ٱلْأَرْحَامِ بَعْضُهُمْ أَوْلَىٰ بِبَعْضٍ فِى كِتَٰبِ ٱللَّهِ مِنَ ٱلْمُؤْمِنِينَ وَٱلْمُهَٰجِرِينَ إِلَّآ أَن تَفْعَلُوٓا۟ إِلَىٰٓ أَوْلِيَآئِكُم مَّعْرُوفًا كَانَ ذَٰلِكَ فِى ٱلْكِتَٰبِ مَسْطُورًا
33,11,3,33:11:3,mu&omin,ٱلْمُؤْمِنُونَ,{lomu&ominuwna,human_or_group,هُنَالِكَ ٱبْتُلِىَ ٱلْمُؤْمِنُونَ وَزُلْزِلُوا۟ زِلْزَالًا شَدِيدًا
33,22,3,33:22:3,mu&omin,ٱلْمُؤْمِنُونَ,{lomu&ominuwna,human_or_group,وَلَمَّا رَءَا ٱلْمُؤْمِنُونَ ٱلْأَحْزَابَ قَالُوا۟ هَٰذَا مَا وَعَدَنَا ٱللَّهُ وَرَسُولُهُۥ وَصَدَقَ ٱللَّهُ وَرَسُولُهُۥ وَمَا زَادَهُمْ إِلَّآ إِيمَٰنًا وَتَسْلِيمًا
33,23,2,33:23:2,mu&omin,ٱلْمُؤْمِنِينَ,{lomu&ominiyna,human_or_group,مِّنَ ٱلْمُؤْمِنِينَ رِجَالٌ صَدَقُوا۟ مَا عَٰهَدُوا۟ ٱللَّهَ عَلَيْهِ فَمِنْهُم مَّن قَضَىٰ نَحْبَهُۥ وَمِنْهُم مَّن يَنتَظِرُ وَمَا بَدَّلُوا۟ تَبْدِيلًا
33,25,11,33:25:11,mu&omin,ٱلْمُؤْمِنِينَ,{lomu&ominiyna,human_or_group,وَرَدَّ ٱللَّهُ ٱلَّذِينَ كَفَرُوا۟ بِغَيْظِهِمْ لَمْ يَنَالُوا۟ خَيْرًا وَكَفَى ٱللَّهُ ٱلْمُؤْمِنِينَ ٱلْقِتَالَ وَكَانَ ٱللَّهُ قَوِيًّا عَزِيزًا
